Year,Week_x,Abbr_RDBMS_Winner,Week2,Day,Date,Time,Home_Team,FINAL_TEAM_NAME,Opponent,TEAM_POINTS,TEAM_YARDS,TEAM_TURNOVERS,TEAM_TURNOVER_DIFFERENTIAL,OPPONENTS_POINTS,OPPONENTS_YARDS,OPPONENTS_TURNOVERS,OPPONENTS_TURNOVER_DIFFERENTIAL,TEAM_POINT_MARGIN,GAMEID,BINARY_WIN,W-L-T,Power Index FPI,Power Index RK,Power Index TREND,Power Index OFF,Power Index DEF,Power Index ST,Ranks SOS,Ranks REM SOS,Ranks AVGWP,DIVISION_538_Winner,ELO WITH QB_538_Winner,ELO CHANGE_538_Winner,CURRENT QB ADJ_538_Winner,Points_Diff_538_Winner,Playoffs_Prob_538_Winner,Division_Prob_538_Winner,Bye_Prob_538_Winner,SB_Prob_538_Winner,REAL_WINS2_538_Winner,REAL_LOSSES2_538_Winner,REAL_TIES_538_Winner,PROJ_WINS4_538_Winner,PROJ_LOSS4_538_Winner,EPA/play_RDBMS_Winner,OVR_SUCCESS_RATE_RDBMS_Winner,Dropback EPA_RDBMS_Winner,DROPBACK_SR_RDBMS_Winner,Rush EPA_RDBMS_Winner,RUN_SR_RDBMS_Winner,TOTAL DVOA_FO_WEEKLY_Winner,LAST WEEK_FO_WEEKLY_Winner,DAVE_WEI_DVOA_FO_WEEKLY_Winner,OFFENSE DVOA_FO_WEEKLY_Winner,DEFENSE DVOA_FO_WEEKLY_Winner,S.T. DVOA_FO_WEEKLY_Winner,RK_FO_ANNUAL_Winner,TOTAL DVOA_FO_ANNUAL_Winner,DAVE_WEI_DVOA_FO_ANNUAL_Winner,OFFENSE DVOA_FO_ANNUAL_Winner,DEFENSE DVOA_FO_ANNUAL_Winner,S.T. DVOA_FO_ANNUAL_Winner,non-adj VOA_FO_ANNUAL_Winner,Last Year_FO_ANNUAL_Winner,ESTIM. WINS_FO_ANNUAL_Winner,SCHEDULE RANK_FO_ANNUAL_Winner,VAR._FO_ANNUAL_Winner,TOTAL_GAME_POINTS,TOTAL_GAME_YARDS,TOTAL_GAME_TURNOVERS,PLAYOFFS_BINARY,GAME_TYPE
2019,13,GB,13,Sun,1-Dec,1:00PM,0,Green Bay Packers,New York Giants,31,322,0,3,13,335,3,-3,18,1157,1,14-4-0,3.4,10,0,4.2,-0.4,-0.4,19,0,6,NFC North,1565,-34,0.0,41.8,0.91,0.5,0.2,0.03,8,3,0,11.0,5.0,0.29100000000000004,0.444,0.62,0.537,-0.322,0.273,0.057999999999999996,10,0.051,0.111,0.053,0.001,9,0.077,0.054000000000000006,0.066,-0.009000000000000001,0.001,0.071,20,9.9,-0.004,0.183,44,657,3,0,Regular Season
2019,2,NYG,2,Sun,15-Sep,1:00PM,0,New York Giants,Buffalo Bills,14,370,2,-2,28,388,0,2,-14,1158,0,4-12,-8.7,19,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1416,-8,0.0,-70.4,0.11,0.05,0.01,0.003,0,1,0,6.0,10.0,-0.094,0.426,-0.203,0.40399999999999997,0.149,0.47600000000000003,-0.4,30,-0.231,-0.044000000000000004,0.384,0.027999999999999997,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,42,758,2,0,Regular Season
2019,2,BUF,2,Sun,15-Sep,1:00PM,0,Buffalo Bills,New York Giants,28,388,0,2,14,370,2,-2,14,1158,1,10-7,-1.0,19,0,-3.1,2.2,-0.1,29,0,9,AFC East,1484,9,0.0,-5.5,0.38,0.16,0.08,0.01,1,0,0,8.0,8.0,0.168,0.441,0.228,0.5,0.09300000000000001,0.36700000000000005,0.047,12,-0.064,-0.026000000000000002,-0.10800000000000001,-0.035,13,0.016,0.07400000000000001,-0.071,-0.099,-0.012,0.057,28,7.6,-0.049,0.113,42,758,2,0,Regular Season
2019,1,NYG,1,Sun,8-Sep,4:25PM,1,New York Giants,Dallas Cowboys,17,470,2,-2,35,494,0,2,-18,1159,0,4-12,-8.7,7,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1424,0,0.0,-55.0,0.17,0.09,0.03,0.003,0,0,0,6.0,10.0,0.09300000000000001,0.515,-0.037000000000000005,0.47200000000000003,0.551,0.667,-0.736,16,-0.16899999999999998,-0.141,0.584,-0.01,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,52,964,2,0,Regular Season
2019,1,DAL,1,Sun,8-Sep,4:25PM,1,Dallas Cowboys,New York Giants,35,494,0,2,17,470,2,-2,18,1159,1,8-8,6.1,7,0,6.9,-0.3,-0.5,31,0,14,NFC East,1547,0,0.0,31.1,0.49,0.33,0.16,0.04,0,0,0,9.0,7.0,0.342,0.5,0.8340000000000001,0.667,-0.249,0.3,0.606,20,0.107,0.59,0.004,0.02,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,52,964,2,0,Regular Season
2019,9,NYG,9,Mon,4-Nov,8:15PM,0,New York Giants,Dallas Cowboys,18,271,3,-1,37,429,2,1,-19,1160,0,4-12,-8.7,7,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1343,5,0.0,-110.6,0.003,0.003,0.003,0.003,2,6,0,5.0,11.0,-0.231,0.423,-0.299,0.40399999999999997,-0.043,0.474,-0.196,26,-0.191,-0.11800000000000001,0.065,-0.013000000000000001,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,55,700,5,0,Regular Season
2019,9,DAL,9,Mon,4-Nov,8:15PM,0,Dallas Cowboys,New York Giants,37,429,2,1,18,271,3,-1,19,1160,1,8-8,6.1,7,0,6.9,-0.3,-0.5,31,0,14,NFC East,1570,0,0.0,82.8,0.54,0.5,0.02,0.02,4,3,0,9.0,7.0,0.10800000000000001,0.529,0.196,0.526,-0.003,0.5329999999999999,0.26,4,0.259,0.267,-0.008,-0.016,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,55,700,5,0,Regular Season
2019,12,NYG,12,Sun,24-Nov,1:00PM,1,New York Giants,Chicago Bears,14,243,1,1,19,335,2,-1,-5,1161,0,4-12,-8.7,18,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1320,0,0.0,-123.7,0.003,0.003,0.003,0.003,2,8,0,4.0,12.0,-0.24,0.33299999999999996,-0.309,0.341,-0.092,0.316,-0.21600000000000003,29,-0.228,-0.124,0.083,-0.01,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,33,578,3,0,Regular Season
2019,12,CHI,12,Sun,24-Nov,1:00PM,1,Chicago Bears,New York Giants,19,335,2,-1,14,243,1,1,5,1161,1,8-8,-0.6,18,0,-3.7,3.6,-0.6,12,0,17,NFC North,1490,-19,-6.0,-15.8,0.01,0.003,0.003,0.003,4,6,0,7.0,9.0,-0.14400000000000002,0.391,-0.061,0.45799999999999996,-0.33399999999999996,0.23800000000000002,-0.055,15,-0.078,-0.14800000000000002,-0.08199999999999999,0.012,18,-0.031,-0.027999999999999997,-0.099,-0.057999999999999996,0.009000000000000001,-0.075,5,7.6,0.032,0.071,33,578,3,0,Regular Season
2019,1,PHI,1,Sun,8-Sep,1:00PM,1,Philadelphia Eagles,Washington Redskins,32,436,0,0,27,398,0,0,5,1162,1,9-8,1.6,14,0,1.4,0.0,0.2,28,0,21,NFC East,1586,0,0.0,64.6,0.63,0.49,0.26,0.07,0,0,0,10.0,6.0,0.182,0.41700000000000004,0.435,0.425,-0.133,0.406,0.002,17,0.071,0.324,0.37,0.049,11,0.055,0.06,0.024,-0.031,0.0,0.069,15,9.0,-0.032,0.193,59,834,0,0,Regular Season
2019,1,WAS,1,Sun,8-Sep,1:00PM,1,Washington Redskins,Philadelphia Eagles,27,398,0,0,32,436,0,0,-5,1162,0,3-13,-9.9,14,0,-6.1,-3.8,0.0,25,0,32,NFC East,1427,0,0.0,-60.6,0.16,0.09,0.03,0.003,0,0,0,6.0,10.0,0.213,0.435,0.45399999999999996,0.532,-0.542,0.133,0.214,27,-0.136,0.395,0.192,0.011000000000000001,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,59,834,0,0,Regular Season
2019,15,WAS,15,Sun,15-Dec,1:00PM,0,Washington Redskins,Philadelphia Eagles,27,352,1,0,37,415,1,0,-10,1163,0,3-13,-9.9,14,0,-6.1,-3.8,0.0,25,0,32,NFC East,1304,-6,0.0,-138.2,0.003,0.003,0.003,0.003,3,10,0,4.0,12.0,0.035,0.47200000000000003,0.023,0.5760000000000001,0.055,0.3,-0.233,31,-0.24600000000000002,-0.22,0.040999999999999995,0.027999999999999997,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,64,767,2,0,Regular Season
2019,15,PHI,15,Sun,15-Dec,1:00PM,0,Philadelphia Eagles,Washington Redskins,37,415,1,0,27,352,1,0,10,1163,1,9-8,1.6,14,0,1.4,0.0,0.2,28,0,21,NFC East,1516,10,0.0,13.4,0.48,0.48,0.003,0.003,6,7,0,8.0,8.0,0.253,0.545,0.281,0.6,0.203,0.444,0.005,13,0.02,0.016,0.01,0.0,11,0.055,0.06,0.024,-0.031,0.0,0.069,15,9.0,-0.032,0.193,64,767,2,0,Regular Season
2019,5,WAS,5,Sun,6-Oct,1:00PM,0,Washington Redskins,New England Patriots,7,223,2,-1,33,442,1,1,-26,1164,0,3-13,-9.9,4,0,-6.1,-3.8,0.0,25,0,32,NFC East,1351,-39,-20.0,-135.3,0.003,0.003,0.003,0.003,0,4,0,4.0,12.0,-0.483,0.25,-0.6940000000000001,0.27,-0.07,0.21100000000000002,-0.32299999999999995,29,-0.25,-0.24,0.12,0.038,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,40,665,3,0,Regular Season
2019,5,NE,5,Sun,6-Oct,1:00PM,0,New England Patriots,Washington Redskins,33,442,1,1,7,223,2,-1,26,1164,1,12-5,7.5,4,1,0.6,6.8,0.2,30,0,4,AFC East,1687,1,0.0,200.6,0.98,0.9,0.76,0.21,4,0,0,13.0,3.0,0.14400000000000002,0.442,0.27,0.5,-0.08800000000000001,0.33299999999999996,0.551,1,0.379,0.098,-0.462,-0.008,3,0.307,0.195,0.043,-0.252,0.012,0.34299999999999997,7,12.3,-0.066,0.134,40,665,3,0,Regular Season
2019,11,WAS,11,Sun,17-Nov,1:00PM,0,Washington Redskins,New York Jets,17,225,1,1,34,400,2,-1,-17,1165,0,3-13,-9.9,27,0,-6.1,-3.8,0.0,25,0,32,NFC East,1300,-18,0.0,-160.1,0.003,0.003,0.003,0.003,1,8,0,3.0,13.0,-0.314,0.306,-0.314,0.302,-0.314,0.316,-0.38,29,-0.419,-0.28300000000000003,0.09,-0.006,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,51,625,3,0,Regular Season
2019,11,NYJ,11,Sun,17-Nov,1:00PM,0,New York Jets,Washington Redskins,34,400,2,-1,17,225,1,1,17,1165,1,7-9,-6.5,27,0,-7.2,0.3,0.3,32,0,23,AFC East,1389,21,0.0,-124.0,0.003,0.003,0.003,0.003,2,7,0,5.0,11.0,0.129,0.456,0.295,0.514,-0.048,0.39399999999999996,-0.23600000000000002,30,-0.231,-0.304,-0.04,0.027999999999999997,26,-0.177,-0.105,-0.254,-0.042,0.034,-0.13699999999999998,26,6.2,-0.043,0.267,51,625,3,0,Regular Season
2019,8,MIN,8,Thu,24-Oct,8:20PM,1,Minnesota Vikings,Washington Redskins,19,434,1,1,9,216,2,-1,10,1166,1,11-7,6.2,6,0,2.9,3.2,0.1,14,0,7,NFC North,1628,32,0.0,119.4,0.72,0.31,0.18,0.06,5,2,0,11.0,5.0,-0.03,0.375,0.226,0.5,-0.212,0.28600000000000003,0.23,6,0.201,0.16,-0.067,0.002,7,0.179,0.18100000000000002,0.048,-0.12300000000000001,0.008,0.22,10,10.7,-0.012,0.07400000000000001,28,650,3,0,Regular Season
2019,8,WAS,8,Thu,24-Oct,8:20PM,1,Washington Redskins,Minnesota Vikings,9,216,2,-1,19,434,1,1,-10,1166,0,3-13,-9.9,6,0,-6.1,-3.8,0.0,25,0,32,NFC East,1333,-16,0.0,-159.2,0.003,0.003,0.003,0.003,1,6,0,3.0,13.0,-0.239,0.442,-0.23399999999999999,0.5770000000000001,-0.247,0.235,-0.273,29,-0.257,-0.22699999999999998,0.057,0.01,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,28,650,3,0,Regular Season
2019,14,GB,14,Sun,8-Dec,1:00PM,1,Green Bay Packers,Washington Redskins,20,341,1,0,15,262,1,0,5,1167,1,14-4-0,3.4,10,0,4.2,-0.4,-0.4,19,0,6,NFC North,1586,21,0.0,54.6,0.93,0.71,0.2,0.04,9,3,0,12.0,4.0,0.068,0.40399999999999997,-0.078,0.353,0.28300000000000003,0.478,0.07400000000000001,9,0.043,0.105,0.039,0.008,9,0.077,0.054000000000000006,0.066,-0.009000000000000001,0.001,0.071,20,9.9,-0.004,0.183,35,603,2,0,Regular Season
2019,14,WAS,14,Sun,8-Dec,1:00PM,1,Washington Redskins,Green Bay Packers,15,262,1,0,20,341,1,0,-5,1167,0,3-13,-9.9,10,0,-6.1,-3.8,0.0,25,0,32,NFC East,1310,34,0.0,-146.3,0.003,0.003,0.003,0.003,3,9,0,4.0,12.0,-0.019,0.41,0.034,0.43799999999999994,-0.079,0.379,-0.28,30,-0.306,-0.263,0.034,0.017,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,35,603,2,0,Regular Season
2019,9,WAS,9,Sun,3-Nov,1:00PM,1,Washington Redskins,Buffalo Bills,9,243,0,0,24,268,0,0,-15,1168,0,3-13,-9.9,19,0,-6.1,-3.8,0.0,25,0,32,NFC East,1324,-8,0.0,-156.6,0.003,0.003,0.003,0.003,1,7,0,3.0,13.0,-0.126,0.36,-0.16699999999999998,0.414,-0.07,0.28600000000000003,-0.292,29,-0.303,-0.249,0.04,-0.004,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,33,511,0,0,Regular Season
2019,9,BUF,9,Sun,3-Nov,1:00PM,1,Buffalo Bills,Washington Redskins,24,268,0,0,9,243,0,0,15,1168,1,10-7,-1.0,19,0,-3.1,2.2,-0.1,29,0,9,AFC East,1493,-39,0.0,17.9,0.64,0.02,0.02,0.003,5,2,0,10.0,6.0,0.066,0.441,0.33799999999999997,0.522,-0.10800000000000001,0.389,-0.126,25,-0.12,-0.125,-0.013999999999999999,-0.013999999999999999,13,0.016,0.07400000000000001,-0.071,-0.099,-0.012,0.057,28,7.6,-0.049,0.113,33,511,0,0,Regular Season
2019,7,SF,7,Sun,20-Oct,1:00PM,0,San Francisco 49ers,Washington Redskins,9,283,1,0,0,154,1,0,9,1169,1,15-4-0,7.5,5,1,3.2,4.3,0.0,15,0,2,NFC West,1606,34,0.0,132.1,0.83,0.59,0.47,0.09,5,0,0,12.0,4.0,-0.055,0.391,0.158,0.444,-0.21,0.35100000000000003,0.392,2,0.252,0.021,-0.391,-0.019,5,0.29,0.255,0.077,-0.203,0.01,0.26899999999999996,30,12.1,0.008,0.138,9,437,2,0,Regular Season
2019,7,WAS,7,Sun,20-Oct,1:00PM,0,Washington Redskins,San Francisco 49ers,0,154,1,0,9,283,1,0,-9,1169,0,3-13,-9.9,5,0,-6.1,-3.8,0.0,25,0,32,NFC East,1349,5,0.0,-155.3,0.003,0.003,0.003,0.003,1,5,0,4.0,12.0,-0.284,0.311,0.061,0.313,-0.475,0.31,-0.27699999999999997,30,-0.252,-0.21899999999999997,0.06,0.002,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,9,437,2,0,Regular Season
2019,4,WAS,4,Sun,29-Sep,1:00PM,1,Washington Redskins,New York Giants,3,176,4,0,24,389,4,0,-21,1170,0,3-13,-9.9,30,0,-6.1,-3.8,0.0,25,0,32,NFC East,1390,-25,-29.0,-97.1,0.02,0.01,0.003,0.003,0,3,0,5.0,11.0,-0.5529999999999999,0.28600000000000003,-0.58,0.382,-0.49200000000000005,0.067,-0.23399999999999999,23,-0.19399999999999998,-0.165,0.114,0.045,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,27,565,8,0,Regular Season
2019,4,NYG,4,Sun,29-Sep,1:00PM,1,New York Giants,Washington Redskins,24,389,4,0,3,176,4,0,21,1170,1,4-12,-8.7,30,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1377,22,0.0,-92.1,0.06,0.03,0.003,0.003,1,2,0,6.0,10.0,-0.051,0.486,0.18600000000000003,0.537,-0.34600000000000003,0.424,-0.06,26,-0.131,-0.016,0.053,0.008,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,27,565,8,0,Regular Season
2019,16,WAS,16,Sun,22-Dec,1:00PM,0,Washington Redskins,New York Giants,35,361,0,0,41,552,0,0,-6,1171,0,3-13,-9.9,30,0,-6.1,-3.8,0.0,25,0,32,NFC East,1305,1,0.0,-143.4,0.003,0.003,0.003,0.003,3,11,0,4.0,12.0,0.20800000000000002,0.44299999999999995,0.433,0.5329999999999999,-0.196,0.28,-0.226,30,-0.207,-0.183,0.071,0.028999999999999998,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,76,913,0,0,Regular Season
2019,16,NYG,16,Sun,22-Dec,1:00PM,0,New York Giants,Washington Redskins,41,552,0,0,35,361,0,0,6,1171,1,4-12,-8.7,30,0,-5.0,-3.5,-0.3,24,0,27,NFC East,1322,29,9.0,-107.3,0.003,0.003,0.003,0.003,3,11,0,4.0,12.0,0.45799999999999996,0.529,0.551,0.5529999999999999,0.267,0.478,-0.17800000000000002,27,-0.183,-0.068,0.106,-0.004,27,-0.18600000000000003,-0.16699999999999998,-0.07400000000000001,0.115,0.003,-0.191,16,3.8,-0.01,0.077,76,913,0,0,Regular Season
2019,2,WAS,2,Sun,15-Sep,1:00PM,0,Washington Redskins,Dallas Cowboys,21,255,0,1,31,474,1,-1,-10,1172,0,3-13,-9.9,7,0,-6.1,-3.8,0.0,25,0,32,NFC East,1431,4,0.0,-56.5,0.12,0.05,0.02,0.003,0,1,0,6.0,10.0,0.064,0.466,0.154,0.512,-0.154,0.353,-0.018000000000000002,8,-0.133,0.257,0.305,0.03,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,52,729,1,0,Regular Season
2019,2,DAL,2,Sun,15-Sep,1:00PM,0,Dallas Cowboys,Washington Redskins,31,474,1,-1,21,255,0,1,10,1172,1,8-8,6.1,7,0,6.9,-0.3,-0.5,31,0,14,NFC East,1577,30,0.0,58.3,0.59,0.4,0.21,0.05,1,0,0,10.0,6.0,0.28,0.5589999999999999,0.44799999999999995,0.647,0.113,0.47100000000000003,0.505,4,0.153,0.531,0.044000000000000004,0.018000000000000002,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,52,729,1,0,Regular Season
2019,17,WAS,17,Sun,29-Dec,4:25PM,1,Washington Redskins,Dallas Cowboys,16,271,2,-1,47,517,1,1,-31,1173,0,3-13,-9.9,7,0,-6.1,-3.8,0.0,25,0,32,NFC East,1288,-17,32.0,-149.5,0.003,0.003,0.003,0.003,3,12,0,3.0,13.0,-0.39799999999999996,0.355,-0.523,0.35700000000000004,-0.135,0.35,-0.26899999999999996,30,-0.272,-0.207,0.08900000000000001,0.027000000000000003,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,63,788,3,0,Regular Season
2019,17,DAL,17,Sun,29-Dec,4:25PM,1,Dallas Cowboys,Washington Redskins,47,517,1,1,16,271,2,-1,31,1173,1,8-8,6.1,7,0,6.9,-0.3,-0.5,31,0,14,NFC East,1527,-26,0.0,93.5,0.25,0.25,0.003,0.003,7,8,0,8.0,8.0,0.149,0.419,0.14300000000000002,0.385,0.157,0.457,0.19899999999999998,8,0.142,0.245,0.006999999999999999,-0.039,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,63,788,3,0,Regular Season
2019,3,CHI,3,Mon,23-Sep,8:15PM,0,Chicago Bears,Washington Redskins,31,298,1,4,15,356,5,-4,16,1174,1,8-8,-0.6,18,0,-3.7,3.6,-0.6,12,0,17,NFC North,1535,7,0.0,5.4,0.32,0.18,0.08,0.02,1,1,0,8.0,8.0,0.10300000000000001,0.46,0.28600000000000003,0.579,-0.177,0.28,0.055999999999999994,16,0.044000000000000004,-0.128,-0.19899999999999998,-0.015,18,-0.031,-0.027999999999999997,-0.099,-0.057999999999999996,0.009000000000000001,-0.075,5,7.6,0.032,0.071,46,654,6,0,Regular Season
2019,3,WAS,3,Mon,23-Sep,8:15PM,0,Washington Redskins,Chicago Bears,15,356,5,-4,31,298,1,4,-16,1174,0,3-13,-9.9,18,0,-6.1,-3.8,0.0,25,0,32,NFC East,1416,-15,0.0,-63.0,0.06,0.02,0.003,0.003,0,2,0,6.0,10.0,-0.225,0.493,-0.147,0.5660000000000001,-0.434,0.3,-0.14300000000000002,17,-0.156,0.047,0.214,0.024,30,-0.26899999999999996,-0.272,-0.207,0.08900000000000001,0.027000000000000003,-0.254,29,4.4,0.004,0.19,46,654,6,0,Regular Season
2019,16,DAL,16,Sun,22-Dec,4:25PM,1,Dallas Cowboys,Philadelphia Eagles,9,311,1,-1,17,431,0,1,-8,1175,0,8-8,6.1,14,0,6.9,-0.3,-0.5,31,0,14,NFC East,1554,34,0.0,99.5,0.54,0.54,0.003,0.003,7,7,0,8.0,8.0,-0.159,0.452,-0.106,0.447,-0.324,0.467,0.157,8,0.105,0.245,0.047,-0.040999999999999995,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,26,742,1,0,Regular Season
2019,16,PHI,16,Sun,22-Dec,4:25PM,1,Philadelphia Eagles,Dallas Cowboys,17,431,0,1,9,311,1,-1,8,1175,1,9-8,1.6,14,0,1.4,0.0,0.2,28,0,21,NFC East,1535,19,0.0,16.2,0.46,0.46,0.003,0.003,7,7,0,8.0,8.0,0.037000000000000005,0.465,0.158,0.511,-0.17300000000000001,0.385,0.049,15,0.051,0.022000000000000002,-0.028999999999999998,-0.003,11,0.055,0.06,0.024,-0.031,0.0,0.069,15,9.0,-0.032,0.193,26,742,1,0,Regular Season
2019,12,DAL,12,Sun,24-Nov,4:25PM,1,Dallas Cowboys,New England Patriots,9,321,1,-1,13,282,0,1,-4,1176,0,8-8,6.1,4,0,6.9,-0.3,-0.5,31,0,14,NFC East,1587,16,0.0,104.9,0.62,0.59,0.003,0.02,6,4,0,9.0,7.0,-0.168,0.397,-0.265,0.342,-0.019,0.48,0.23,4,0.22399999999999998,0.282,0.013000000000000001,-0.04,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,22,603,1,0,Regular Season
2019,12,NE,12,Sun,24-Nov,4:25PM,1,New England Patriots,Dallas Cowboys,13,282,0,1,9,321,1,-1,4,1176,1,12-5,7.5,4,1,0.6,6.8,0.2,30,0,4,AFC East,1698,11,0.0,237.8,0.003,0.98,0.92,0.25,9,1,0,14.0,2.0,-0.136,0.39399999999999996,-0.14,0.4,-0.13,0.385,0.425,1,0.414,0.06,-0.354,0.01,3,0.307,0.195,0.043,-0.252,0.012,0.34299999999999997,7,12.3,-0.066,0.134,22,603,1,0,Regular Season
2019,6,DAL,6,Sun,13-Oct,4:25PM,1,Dallas Cowboys,New York Jets,22,399,0,1,24,382,1,-1,-2,1177,0,8-8,6.1,27,0,6.9,-0.3,-0.5,31,0,14,NFC East,1556,-32,0.0,56.0,0.47,0.39,0.08,0.03,3,2,0,9.0,7.0,0.129,0.519,0.307,0.604,-0.129,0.39399999999999996,0.18,5,0.138,0.285,0.08199999999999999,-0.023,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,46,781,1,0,Regular Season
2019,6,NYJ,6,Sun,13-Oct,4:25PM,1,New York Jets,Dallas Cowboys,24,382,1,-1,22,399,0,1,2,1177,1,7-9,-6.5,27,0,-7.2,0.3,0.3,32,0,23,AFC East,1440,13,-34.0,-59.5,0.08,0.003,0.003,0.003,0,4,0,6.0,10.0,0.147,0.39299999999999996,0.318,0.5,-0.214,0.16699999999999998,-0.27399999999999997,30,-0.168,-0.311,-0.018000000000000002,0.019,26,-0.177,-0.105,-0.254,-0.042,0.034,-0.13699999999999998,26,6.2,-0.043,0.267,46,781,1,0,Regular Season
2019,4,DAL,4,Sun,29-Sep,8:20PM,1,Dallas Cowboys,New Orleans Saints,10,257,3,-2,12,266,1,2,-2,1178,0,8-8,6.1,3,0,6.9,-0.3,-0.5,31,0,14,NFC East,1606,1,0.0,97.0,0.78,0.71,0.34,0.08,3,0,0,11.0,5.0,-0.139,0.386,0.01,0.5,-0.43799999999999994,0.158,0.345,2,0.191,0.327,-0.02,-0.002,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,22,523,4,0,Regular Season
2019,4,NO,4,Sun,29-Sep,8:20PM,1,New Orleans Saints,Dallas Cowboys,12,266,1,2,10,257,3,-2,2,1178,1,13-4-0,7.8,3,0,6.2,0.9,0.7,9,0,5,NFC South,1604,28,-79.0,45.8,0.69,0.63,0.21,0.06,2,1,0,10.0,6.0,-0.147,0.429,-0.19699999999999998,0.39,-0.076,0.483,-0.036000000000000004,21,0.11,-0.027999999999999997,0.09699999999999999,0.08900000000000001,2,0.327,0.42200000000000004,0.22,-0.071,0.036000000000000004,0.361,2,13.3,-0.01,0.085,22,523,4,0,Regular Season
2019,10,DAL,10,Sun,10-Nov,8:20PM,0,Dallas Cowboys,Minnesota Vikings,24,443,1,-1,28,364,0,1,-4,1179,0,8-8,6.1,6,0,6.9,-0.3,-0.5,31,0,14,NFC East,1584,14,0.0,101.9,0.59,0.51,0.03,0.02,5,3,0,9.0,7.0,0.187,0.43700000000000006,0.442,0.5710000000000001,-0.382,0.136,0.267,4,0.273,0.29600000000000004,0.013999999999999999,-0.013999999999999999,6,0.19899999999999998,0.142,0.245,0.006999999999999999,-0.039,0.245,18,11.4,-0.033,0.11,52,807,1,0,Regular Season
2019,10,MIN,10,Sun,10-Nov,8:20PM,0,Minnesota Vikings,Dallas Cowboys,28,364,0,1,24,443,1,-1,4,1179,1,11-7,6.2,6,0,2.9,3.2,0.1,14,0,7,NFC North,1613,-18,0.0,108.2,0.67,0.27,0.09,0.03,6,3,0,10.0,6.0,0.24,0.479,0.344,0.556,0.134,0.4,0.22,6,0.22699999999999998,0.14300000000000002,-0.071,0.006,7,0.179,0.18100000000000002,0.048,-0.12300000000000001,0.008,0.22,10,10.7,-0.012,0.07400000000000001,52,807,1,0,Regular Season
